stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
30,589,Paseo Jardín Botánico 6,Parada,41.668817046142,-4.73235444724402,,http://www.auvasa.es/parada.asp?codigo=30,,,Europe/Madrid
31,590,Paseo Jardín Botánico Parcela 7 frente Centro Salud Victoria,Parada,41.6666970433065,-4.73516699820917,,http://www.auvasa.es/parada.asp?codigo=31,,,Europe/Madrid
32,591,Paseo Jardín Botánico Parcela 8 Centro Salud La Victoria,Parada,41.6670739804436,-4.73494066761589,,http://www.auvasa.es/parada.asp?codigo=32,,,Europe/Madrid
33,593,Calle Bronce 3 AUVASA,Parada,41.6159270414365,-4.7369629948126,,http://www.auvasa.es/parada.asp?codigo=33,,,Europe/Madrid
34,596,Avenida Burgos Policía Municipal,Parada,41.6640657324065,-4.73112021139116,,http://www.auvasa.es/parada.asp?codigo=34,,,Europe/Madrid
35,597,Avenida Burgos 14 esquina Pisuerga,Parada,41.6613946436022,-4.73295541122038,,http://www.auvasa.es/parada.asp?codigo=35,,,Europe/Madrid
36,598,Avenida Burgos 27,Parada,41.6667736482425,-4.72921673392544,,http://www.auvasa.es/parada.asp?codigo=36,,,Europe/Madrid
37,599,Avenida Burgos 9 esquina La Victoria,Parada,41.6619924729874,-4.73281214257989,,http://www.auvasa.es/parada.asp?codigo=37,,,Europe/Madrid
38,600,Avenida Burgos 38 frente Policía Municipal,Parada,41.6641626850726,-4.73078955873247,,http://www.auvasa.es/parada.asp?codigo=38,,,Europe/Madrid
39,601,Avenida Burgos 39,Parada,41.6695588590416,-4.72706058331878,,http://www.auvasa.es/parada.asp?codigo=39,,,Europe/Madrid
40,603,Avenida Burgos 54,Parada,41.6672294728824,-4.72836188816552,,http://www.auvasa.es/parada.asp?codigo=40,,,Europe/Madrid
41,604,Avenida Burgos 72,Parada,41.6690517481797,-4.72700270184192,,http://www.auvasa.es/parada.asp?codigo=41,,,Europe/Madrid
42,607,Cañada Real frente Colegio El Pilar,Parada,41.610268040391,-4.75797400311555,,http://www.auvasa.es/parada.asp?codigo=42,,,Europe/Madrid
43,608,Cañada Real frente Hípica,Parada,41.6062800500537,-4.76095750141958,,http://www.auvasa.es/parada.asp?codigo=43,,,Europe/Madrid
44,610,Cañada Real 300 Colegio El Pilar,Parada,41.6101898435203,-4.75847986494513,,http://www.auvasa.es/parada.asp?codigo=44,,,Europe/Madrid
45,611,Cañada Real Hípica,Parada,41.6062954261608,-4.76079977467061,,http://www.auvasa.es/parada.asp?codigo=45,,,Europe/Madrid
46,617,Cañada Real 560,Parada,41.5965897550265,-4.76654871858341,,http://www.auvasa.es/parada.asp?codigo=46,,,Europe/Madrid
47,618,Avenida Soria esquina Diego Velázquez,Parada,41.6088512581672,-4.68437314398953,,http://www.auvasa.es/parada.asp?codigo=47,,,Europe/Madrid
48,619,Calle Castillejo frente 4-6,Parada,41.611042773221,-4.68404804514299,,http://www.auvasa.es/parada.asp?codigo=48,,,Europe/Madrid
49,621,Paseo Isabel La Católica Plaza Poniente,Parada,41.6533270395783,-4.73208799966472,,http://www.auvasa.es/parada.asp?codigo=49,,,Europe/Madrid
50,622,Paseo Isabel La Católica Instituto Núñez de Arce,Parada,41.6545830414661,-4.73180799877533,,http://www.auvasa.es/parada.asp?codigo=50,,,Europe/Madrid
51,623,Paseo Isabel La Católica 27 esquina Conde Benavente,Parada,41.6580170385054,-4.73131999741435,,http://www.auvasa.es/parada.asp?codigo=51,,,Europe/Madrid
52,624,Paseo del Cauce frente Ing. Industriales,Parada,41.6562232285455,-4.71109018582816,,http://www.auvasa.es/parada.asp?codigo=52,,,Europe/Madrid
53,625,Paseo del Cauce frente Centro Salud Pilarica,Parada,41.6537990418717,-4.71141600466154,,http://www.auvasa.es/parada.asp?codigo=53,,,Europe/Madrid
54,627,Paseo del Cauce Ing. Industriales,Parada,41.6562071630976,-4.71096490590349,,http://www.auvasa.es/parada.asp?codigo=54,,,Europe/Madrid
55,628,Paseo del Cauce Centro Salud Pilarica,Parada,41.6535095659119,-4.71128981341189,,http://www.auvasa.es/parada.asp?codigo=55,,,Europe/Madrid
56,629,Calle Cerrada 1 esquina Santa Clara,Parada,41.6593236859135,-4.71979793012656,,http://www.auvasa.es/parada.asp?codigo=56,,,Europe/Madrid
59,632,Avenida Los Cerros Pza. Cine Castilla,Parada,41.6550976780532,-4.7461165291767,,http://www.auvasa.es/parada.asp?codigo=59,,,Europe/Madrid
60,633,Avenida Los Cerros fte. Pza. Cine Castilla,Parada,41.6552562346309,-4.74608528214783,,http://www.auvasa.es/parada.asp?codigo=60,,,Europe/Madrid
61,634,Calle Cigüeña 21,Parada,41.6455079438975,-4.71118544705553,,http://www.auvasa.es/parada.asp?codigo=61,,,Europe/Madrid
62,635,Calle Cigüeña 14,Parada,41.6454767636028,-4.71083899084094,,http://www.auvasa.es/parada.asp?codigo=62,,,Europe/Madrid
63,636,Calle Cigüeña 1 esquina San Isidro,Parada,41.6442763283651,-4.71366809666506,,http://www.auvasa.es/parada.asp?codigo=63,,,Europe/Madrid
64,639,Calle Cigüeña 40 esquina Villabáñez,Parada,41.649109038027,-4.70794999877231,,http://www.auvasa.es/parada.asp?codigo=64,,,Europe/Madrid
65,640,Calle Cigüeña 41 esquina Villabáñez,Parada,41.6483320002558,-4.70885788625832,,http://www.auvasa.es/parada.asp?codigo=65,,,Europe/Madrid
66,641,Calle Cigüeña 4 Iglesia San Isidro,Parada,41.6441785383416,-4.71351700553956,,http://www.auvasa.es/parada.asp?codigo=66,,,Europe/Madrid
67,642,Calle Cardenal Cisneros esquina San Juan de Ávila,Parada,41.6614535658024,-4.72230449802437,,http://www.auvasa.es/parada.asp?codigo=67,,,Europe/Madrid
68,643,Calle Cobalto 69 esquina Topacio,Parada,41.6172152560826,-4.71308090046366,,http://www.auvasa.es/parada.asp?codigo=68,,,Europe/Madrid
